index,country,Date,population_growth_annual_percent.,population_total.,population_density_per_square_km.,total_gdp_us_inflation_adjusted.,gdppercapita_us_inflation_adjusted.,children_and_elderly_per_100_adults.,life_expectancy_years.,child_mortality_0_5_year_olds_dying_per_1000_born.,gdp_total_yearly_growth.
0,Albania,1980,0.2965358401441722,-0.5618076606080599,-0.10464260120152694,-0.37117614079012573,-0.5250864730494936,-0.0900340070795252,0.5670890015411929,0.12639421731696218,-0.06714724946226136
1,Albania,1981,0.25181871257630556,-0.5601240698235759,-0.09389867678973862,-0.3706811743423018,-0.5197375757568233,-0.15890169172705795,0.5774364611684129,0.03965988403259548,-0.11996430283899796
2,Albania,1982,0.3501963932256125,-0.5587210775031726,-0.08145834326029947,-0.3704027557154008,-0.5184003514336557,-0.21717434796727855,0.5877839207956312,-0.0381019320154575,-0.13475307778448417
3,Albania,1983,0.3591398187391861,-0.5573180851827693,-0.07014894914262752,-0.37029448180493935,-0.5204061879184071,-0.2701494900038423,0.5981313804228497,-0.11137748944535353,-0.1241896671091369
4,Albania,1984,0.34125296771203933,-0.5556344943982854,-0.05883955502495557,-0.37041822341689534,-0.5250864730494936,-0.3231246320404061,0.6188262996772882,-0.17867136871770703,-0.09461211721816437
5,Albania,1985,0.3054792656577458,-0.5536703051497207,-0.04753016090728362,-0.37024807870045584,-0.5257550852110775,-0.3655047456696569,0.6395212189317265,-0.23848815029313236,-0.06292188519212243
6,Albania,1986,0.1892147339812919,-0.5517061159011561,-0.03056606973077569,-0.36970670914814846,-0.5204061879184071,-0.40258734509525174,0.660216138186165,-0.2923232537110152,0.019472718075586707
7,Albania,1987,0.25181871257630556,-0.5494613281885109,-0.013601978554267766,-0.36978404765562095,-0.5244178608879099,-0.4396699445208461,0.660216138186165,-0.33868125943196975,0.051162950101628656
8,Albania,1988,0.15344103192699837,-0.5472165404758655,0.0033621126222401596,-0.3699232569690714,-0.5290981460189964,-0.466157515539128,0.6809110574406034,-0.37756216745599624,0.011021989535308844
9,Albania,1989,0.8689150730128682,-0.5458135481554623,0.01467150673991211,-0.3689487917749181,-0.5197375757568233,-0.49794260076106633,0.7119534363222603,-0.41195681686186586,-0.09461211721816437
10,Albania,1990,0.07295020230483816,-0.5449717527632203,0.020326203798748086,-0.3700005954765439,-0.5357842676348344,-0.5350252001866611,0.7326483555766986,-0.43887436857080725,-0.25095059521330476
