index,country,Date,population_growth_annual_percent.,population_total.,population_density_per_square_km.,total_gdp_us_inflation_adjusted.,gdppercapita_us_inflation_adjusted.,children_and_elderly_per_100_adults.,life_expectancy_years.,child_mortality_0_5_year_olds_dying_per_1000_born.,gdp_total_yearly_growth.
80,Paraguay,2010,-0.3473907968331103,-0.46275640278758734,-0.5700241691437278,-0.3489645214440273,-0.4502019109521083,-0.5562152570012866,0.7533432748311356,-0.6766460753331229,2.0434222034721334
81,Peru,2010,-0.3921079244009772,0.18795143541545994,-0.5287448806142251,-0.15097794231445932,-0.3305203340286086,-0.8846611376279817,1.1465467406654608,-0.7334720178297771,1.0927152426908748
82,Philippines,2010,-0.08803145693948247,1.9921995594540947,1.1173374332129273,-0.07054589454307232,-0.5237492487263261,-0.5932978564268809,0.2256228338429643,-0.5600033512610436,0.9384894468308037
83,Portugal,2010,-1.495816067031067,-0.33676769241537163,-0.0022925844365958153,-0.011768628863981822,0.8382137244198695,-1.112454248385206,1.343148473582622,-0.9787208222890209,-0.23616182026781854
84,Senegal,2010,1.029896732257189,-0.27503603031762675,-0.27880727061367505,-0.35994658950512054,-0.5993024229852952,0.8423284927639968,-0.2917501475179885,-0.0381019320154575,0.24341702439294993
85,Sierra Leone,2010,0.5469517545242268,-0.45574144118557086,-0.15214205649574916,-0.37590925744744197,-0.6394860138964814,0.7151881518762442,-1.2230215139677036,1.355629078691953,0.380741363172465
86,South Africa,2010,-0.4636553285095642,0.810880025674522,-0.41791281826104,0.20013888161063392,-0.17941398551067034,-0.8316859955914179,-1.2954537313582373,-0.2340018916749754,0.09130391066794846
87,South Korea,2010,-1.091483799562415,0.7547603328583903,2.2256580567447783,1.306079538467205,0.8114692379565176,-1.817023637471504,1.374190852464279,-0.9757299832102497,0.7377846439992045
88,Spain,2010,-1.1254688165139937,0.6761927629158059,-0.1278268591427545,1.83198138928012,1.3864756969185836,-1.3455448733460866,1.5604451257542231,-0.9802162418284066,-0.5925712964540372
89,Sri Lanka,2010,-0.9895287487076784,-0.07019915153874597,1.1625750096836152,-0.29219805695922146,-0.4782836217386278,-1.228999560865646,0.7843856537127939,-0.8695551959138696,1.0631376927999021
90,St. Lucia,2010,-0.725697696057264,-0.632153695553081,0.9420418243890121,-0.37776538162678164,-0.1306052977150531,-1.112454248385206,0.898207709612203,-0.8067475752596731,-0.5086978156917793
